locus_tag	ftype	length_bp	gene	EC_number	COG	product
LFT_01733	CDS	531	ppm1_2	2.4.1.-		Polyprenol monophosphomannose synthase
LFT_01734	CDS	1212				hypothetical protein
LFT_01735	CDS	1641				hypothetical protein
LFT_01736	CDS	552				hypothetical protein
LFT_01737	CDS	705	cysE	2.3.1.30	COG1045	Serine acetyltransferase
LFT_01738	CDS	1281	ispDF		COG0245	Bifunctional enzyme IspD/IspF
LFT_01739	CDS	228				hypothetical protein
LFT_01740	CDS	831				hypothetical protein
LFT_01741	CDS	1362				hypothetical protein
LFT_01742	CDS	888				hypothetical protein
LFT_01743	CDS	582	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
LFT_01744	CDS	678	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
LFT_01745	CDS	870				hypothetical protein
LFT_01746	CDS	762				hypothetical protein
LFT_01747	CDS	288				hypothetical protein
LFT_01748	CDS	1170	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LFT_01749	CDS	723				hypothetical protein
LFT_01750	CDS	1083				hypothetical protein
LFT_01751	CDS	1035	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
LFT_01752	CDS	186				hypothetical protein
LFT_01753	CDS	600	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
LFT_01754	CDS	999	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
LFT_01755	CDS	1035				hypothetical protein
LFT_01756	CDS	822				hypothetical protein
LFT_01757	CDS	993				hypothetical protein
LFT_01758	CDS	852				hypothetical protein
LFT_01759	CDS	753				hypothetical protein
LFT_01760	CDS	1116	rfaC_1	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
LFT_01761	CDS	1092	rfaC_2	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
LFT_01762	CDS	1743				hypothetical protein
LFT_01763	CDS	969	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
LFT_01764	CDS	1074	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
LFT_01765	CDS	1290	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
LFT_01766	CDS	1803	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
LFT_01767	CDS	1074				hypothetical protein
LFT_01768	CDS	1218	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
LFT_01769	CDS	966	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
LFT_01770	CDS	906	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
LFT_01771	CDS	864	lpxA_2	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LFT_01772	CDS	522	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
LFT_01773	CDS	1053	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
LFT_01774	CDS	603				hypothetical protein
LFT_01775	CDS	2346	bamA		COG4775	Outer membrane protein assembly factor BamA
LFT_01776	tRNA	76				tRNA-Phe(gaa)
LFT_01777	CDS	1056	xerC_5			Tyrosine recombinase XerC
LFT_01778	CDS	261				hypothetical protein
LFT_01779	CDS	1056	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LFT_01780	CDS	546	sigM		COG1595	ECF RNA polymerase sigma factor SigM
LFT_01781	CDS	393				hypothetical protein
LFT_01782	CDS	1104	dnaJ_2			Chaperone protein DnaJ
LFT_01783	CDS	1014				hypothetical protein
LFT_01784	CDS	783				hypothetical protein
LFT_01785	CDS	489				hypothetical protein
LFT_01786	CDS	714				hypothetical protein
LFT_01787	CDS	282				hypothetical protein
LFT_01788	CDS	657				hypothetical protein
LFT_01789	CDS	1101				hypothetical protein
LFT_01790	CDS	294				hypothetical protein
LFT_01791	CDS	159				hypothetical protein
LFT_01792	CDS	159				hypothetical protein
LFT_01793	CDS	186				hypothetical protein
LFT_01794	CDS	333				hypothetical protein
LFT_01795	CDS	273				hypothetical protein
LFT_01796	CDS	372				hypothetical protein
LFT_01797	CDS	282				hypothetical protein
LFT_01798	CDS	489				hypothetical protein
LFT_01799	CDS	927			COG1373	putative protein
LFT_01800	CDS	1227				hypothetical protein
LFT_01801	CDS	294				hypothetical protein
LFT_01802	CDS	492				hypothetical protein
LFT_01803	CDS	1251				hypothetical protein
LFT_01804	CDS	3411				hypothetical protein
LFT_01805	CDS	438				hypothetical protein
LFT_01806	CDS	558				hypothetical protein
LFT_01807	CDS	216				hypothetical protein
LFT_01808	CDS	423				hypothetical protein
LFT_01809	CDS	252				hypothetical protein
LFT_01810	CDS	150				hypothetical protein
LFT_01811	CDS	363				hypothetical protein
LFT_01812	CDS	264				hypothetical protein
LFT_01813	CDS	1182	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
LFT_01814	CDS	165				hypothetical protein
LFT_01815	CDS	1686	ilvD_5	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LFT_01816	CDS	384				hypothetical protein
LFT_01817	CDS	681				hypothetical protein
LFT_01818	CDS	1368				hypothetical protein
LFT_01819	CDS	822				hypothetical protein
LFT_01820	CDS	2022	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
LFT_01821	CDS	1425				hypothetical protein
LFT_01822	CDS	567				hypothetical protein
LFT_01823	CDS	861				hypothetical protein
LFT_01824	CDS	1317				hypothetical protein
LFT_01825	CDS	903				hypothetical protein
LFT_01826	CDS	1509	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LFT_01827	CDS	1380				hypothetical protein
LFT_01828	CDS	756	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
LFT_01829	CDS	411				hypothetical protein
LFT_01830	CDS	984	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
LFT_01831	CDS	204				hypothetical protein
LFT_01832	CDS	177				hypothetical protein
LFT_01833	CDS	354				hypothetical protein
LFT_01834	CDS	315				hypothetical protein
LFT_01835	CDS	369				hypothetical protein
LFT_01836	CDS	420				hypothetical protein
LFT_01837	CDS	264				hypothetical protein
LFT_01838	CDS	684				hypothetical protein
LFT_01839	CDS	567				hypothetical protein
LFT_01840	CDS	267				hypothetical protein
LFT_01841	CDS	333				hypothetical protein
LFT_01842	CDS	711	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
LFT_01843	CDS	846	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
LFT_01844	CDS	678				hypothetical protein
LFT_01845	CDS	564				hypothetical protein
LFT_01846	CDS	219				hypothetical protein
LFT_01847	CDS	1125	hisC_3	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
LFT_01848	CDS	240				hypothetical protein
LFT_01849	CDS	1002				hypothetical protein
LFT_01850	CDS	246				hypothetical protein
LFT_01851	CDS	1662	ndhB_5	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LFT_01852	CDS	2487				hypothetical protein
LFT_01853	CDS	867				hypothetical protein
LFT_01854	CDS	1674	ilvD_6	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LFT_01855	CDS	1017	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
LFT_01856	CDS	1980	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
LFT_01857	CDS	1470	atoC_6		COG2204	Regulatory protein AtoC
LFT_01858	CDS	276	higA			Antitoxin HigA
LFT_01859	CDS	312				hypothetical protein
LFT_01860	CDS	573				IS200/IS605 family transposase ISAba30
LFT_01861	CDS	186				hypothetical protein
LFT_01862	CDS	336				hypothetical protein
LFT_01863	CDS	258				hypothetical protein
LFT_01864	CDS	276				hypothetical protein
LFT_01865	CDS	300	higB	3.1.-.-		Endoribonuclease HigB
LFT_01866	CDS	1602				hypothetical protein
LFT_01867	CDS	1122	msrP	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
LFT_01868	CDS	327	glnK		COG0347	Nitrogen regulatory protein P-II 2
LFT_01869	CDS	1299	nasA			Nitrate transporter
LFT_01870	CDS	3219	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
LFT_01871	CDS	339	glnB_2		COG0347	Nitrogen regulatory protein P-II
LFT_01872	CDS	984	moaA1	4.1.99.22	COG2896	GTP 3',8-cyclase 1
LFT_01873	CDS	294				hypothetical protein
LFT_01874	CDS	453	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
LFT_01875	CDS	1224	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
LFT_01876	CDS	507	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
LFT_01877	CDS	501	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
LFT_01878	CDS	489				hypothetical protein
LFT_01879	CDS	795	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
LFT_01880	CDS	696				hypothetical protein
LFT_01881	CDS	828				hypothetical protein
LFT_01882	CDS	771	hesA1		COG0476	Protein HesA, heterocyst
LFT_01883	CDS	1191	frbC	2.3.3.19		2-phosphonomethylmalate synthase
LFT_01884	CDS	198				hypothetical protein
LFT_01885	CDS	630				hypothetical protein
LFT_01886	CDS	423	glnB_3		COG0347	Nitrogen regulatory protein P-II
LFT_01887	CDS	156	glnB_4		COG0347	Nitrogen regulatory protein P-II
LFT_01888	CDS	174				hypothetical protein
LFT_01889	CDS	357	nifW2			Nitrogenase-stabilizing/protective protein NifW 2
LFT_01890	CDS	312	fdxB		COG1145	Ferredoxin-3
LFT_01891	CDS	741				hypothetical protein
LFT_01892	CDS	210				hypothetical protein
LFT_01893	CDS	261				hypothetical protein
LFT_01894	CDS	210				hypothetical protein
LFT_01895	CDS	300				hypothetical protein
LFT_01896	CDS	306				hypothetical protein
LFT_01897	CDS	246				hypothetical protein
LFT_01898	CDS	1161	per	2.6.1.102	COG0399	GDP-perosamine synthase
LFT_01899	CDS	1164	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
LFT_01900	CDS	792				hypothetical protein
LFT_01901	CDS	507				hypothetical protein
LFT_01902	CDS	258	hesB2		COG0316	Protein HesB, vegetative
LFT_01903	CDS	258	yfhL		COG1145	Ferredoxin YfhL
LFT_01904	CDS	1572	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
LFT_01905	CDS	459				hypothetical protein
LFT_01906	CDS	399				hypothetical protein
LFT_01907	CDS	1434	nifK_1	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
LFT_01908	CDS	1401	nifD_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
LFT_01909	CDS	1539	nifK_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
LFT_01910	CDS	1431	nifD_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
LFT_01911	CDS	876	nifH	1.18.6.1	COG1348	Nitrogenase iron protein
LFT_01912	CDS	1131				hypothetical protein
LFT_01913	CDS	1533				hypothetical protein
LFT_01914	CDS	240				hypothetical protein
LFT_01915	CDS	1140				ISL3 family transposase ISPst9
LFT_01916	CDS	1653	merA_2	1.16.1.1	COG1249	Mercuric reductase
LFT_01917	CDS	393	merC			Mercuric transport protein MerC
LFT_01918	CDS	432	hmrR			HTH-type transcriptional regulator HmrR
LFT_01919	CDS	273				hypothetical protein
LFT_01920	CDS	540				hypothetical protein
LFT_01921	CDS	900				hypothetical protein
LFT_01922	CDS	480				hypothetical protein
LFT_01923	CDS	1257		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
LFT_01924	CDS	873				hypothetical protein
LFT_01925	CDS	564				hypothetical protein
LFT_01926	CDS	420				hypothetical protein
LFT_01927	CDS	474				hypothetical protein
LFT_01928	CDS	6510				hypothetical protein
LFT_01929	CDS	816				hypothetical protein
LFT_01930	CDS	1197				hypothetical protein
LFT_01931	CDS	1722				hypothetical protein
LFT_01932	CDS	615				hypothetical protein
	CRISPR	1064				
LFT_01933	CDS	885	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
LFT_01934	CDS	738				hypothetical protein
LFT_01935	CDS	1404				hypothetical protein
LFT_01936	CDS	300				hypothetical protein
LFT_01937	CDS	549				hypothetical protein
LFT_01938	CDS	1533				hypothetical protein
LFT_01939	CDS	1422				hypothetical protein
LFT_01940	CDS	1023				hypothetical protein
LFT_01941	CDS	843				hypothetical protein
LFT_01942	CDS	1980	traG			Conjugal transfer protein TraG
LFT_01943	CDS	2340				hypothetical protein
LFT_01944	CDS	975				hypothetical protein
LFT_01945	CDS	495				hypothetical protein
LFT_01946	CDS	477				hypothetical protein
LFT_01947	CDS	2568				hypothetical protein
LFT_01948	CDS	390				hypothetical protein
LFT_01949	CDS	537				hypothetical protein
LFT_01950	CDS	2526				hypothetical protein
LFT_01951	CDS	2061	sctC_1			Type 3 secretion system secretin
LFT_01952	CDS	1161				hypothetical protein
LFT_01953	CDS	747				hypothetical protein
LFT_01954	CDS	1311				hypothetical protein
LFT_01955	CDS	1086	pilT		COG2805	Twitching mobility protein
LFT_01956	CDS	1239				hypothetical protein
LFT_01957	CDS	519				hypothetical protein
LFT_01958	CDS	525				hypothetical protein
LFT_01959	CDS	354				hypothetical protein
LFT_01960	CDS	558				hypothetical protein
LFT_01961	CDS	192				hypothetical protein
LFT_01962	CDS	555				hypothetical protein
LFT_01963	CDS	1014				hypothetical protein
LFT_01964	CDS	1347				hypothetical protein
LFT_01965	CDS	1104				hypothetical protein
LFT_01966	CDS	330				hypothetical protein
LFT_01967	CDS	1164				hypothetical protein
LFT_01968	CDS	405				hypothetical protein
LFT_01969	CDS	708				hypothetical protein
LFT_01970	CDS	1140				hypothetical protein
LFT_01971	CDS	651				hypothetical protein
LFT_01972	CDS	1164				hypothetical protein
LFT_01973	CDS	1134				hypothetical protein
LFT_01974	CDS	1320				hypothetical protein
LFT_01975	CDS	2010	rapA	3.6.4.-		RNA polymerase-associated protein RapA
LFT_01976	CDS	330				hypothetical protein
LFT_01977	CDS	723				hypothetical protein
LFT_01978	CDS	609				hypothetical protein
LFT_01979	CDS	339				hypothetical protein
LFT_01980	CDS	789				hypothetical protein
LFT_01981	CDS	1050				hypothetical protein
LFT_01982	CDS	285				hypothetical protein
LFT_01983	CDS	1011				hypothetical protein
LFT_01984	CDS	1137				hypothetical protein
LFT_01985	CDS	1263				hypothetical protein
LFT_01986	CDS	495				hypothetical protein
LFT_01987	CDS	1014	tmk_4	2.7.4.9		Thymidylate kinase
LFT_01988	CDS	1191				hypothetical protein
LFT_01989	CDS	672	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
LFT_01990	CDS	447				hypothetical protein
LFT_01991	CDS	261				hypothetical protein
LFT_01992	CDS	477				hypothetical protein
LFT_01993	CDS	270				hypothetical protein
LFT_01994	CDS	1287				hypothetical protein
LFT_01995	CDS	1623	sctC_2			Type 3 secretion system secretin
LFT_01996	CDS	624				hypothetical protein
LFT_01997	CDS	459				hypothetical protein
LFT_01998	CDS	414				Single-stranded DNA-binding protein
LFT_01999	CDS	138				hypothetical protein
LFT_02000	CDS	1416				hypothetical protein
LFT_02001	CDS	462				hypothetical protein
LFT_02002	CDS	966				hypothetical protein
LFT_02003	CDS	1932	vgb_2	4.2.99.-		Virginiamycin B lyase
LFT_02004	CDS	156				hypothetical protein
LFT_02005	CDS	246				hypothetical protein
LFT_02006	CDS	396				hypothetical protein
LFT_02007	CDS	762				hypothetical protein
LFT_02008	CDS	2193				hypothetical protein
LFT_02009	CDS	354				hypothetical protein
LFT_02010	CDS	612				hypothetical protein
LFT_02011	CDS	345				hypothetical protein
LFT_02012	CDS	633				hypothetical protein
LFT_02013	CDS	363				hypothetical protein
LFT_02014	CDS	2952				hypothetical protein
LFT_02015	CDS	1371				hypothetical protein
LFT_02016	CDS	666				hypothetical protein
LFT_02017	CDS	327				hypothetical protein
LFT_02018	CDS	414				hypothetical protein
LFT_02019	CDS	663				hypothetical protein
LFT_02020	CDS	240				hypothetical protein
LFT_02021	CDS	1167				IS200/IS605 family transposase ISTel3
LFT_02022	CDS	1593	rep	3.6.4.12		ATP-dependent DNA helicase Rep
LFT_02023	CDS	249				hypothetical protein
LFT_02024	CDS	579				hypothetical protein
LFT_02025	CDS	729				hypothetical protein
LFT_02026	CDS	465				hypothetical protein
LFT_02027	CDS	279				hypothetical protein
LFT_02028	CDS	1344	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
LFT_02029	CDS	291				hypothetical protein
LFT_02030	CDS	333				hypothetical protein
LFT_02031	CDS	552				hypothetical protein
LFT_02032	CDS	201				hypothetical protein
LFT_02033	CDS	711				hypothetical protein
LFT_02034	CDS	165				hypothetical protein
LFT_02035	CDS	219				hypothetical protein
LFT_02036	CDS	627				hypothetical protein
LFT_02037	CDS	1098				IS200/IS605 family transposase ISTel3
LFT_02038	CDS	1299				hypothetical protein
LFT_02039	CDS	207				hypothetical protein
LFT_02040	CDS	468				hypothetical protein
LFT_02041	CDS	732				hypothetical protein
LFT_02042	CDS	543				hypothetical protein
LFT_02043	CDS	1815				hypothetical protein
LFT_02044	CDS	135				hypothetical protein
LFT_02045	CDS	186				hypothetical protein
LFT_02046	CDS	828				hypothetical protein
LFT_02047	CDS	96				hypothetical protein
LFT_02048	CDS	1095	pknD	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
LFT_02049	CDS	333				hypothetical protein
LFT_02050	CDS	156				hypothetical protein
LFT_02051	CDS	636				hypothetical protein
LFT_02052	CDS	531				hypothetical protein
LFT_02053	CDS	525				hypothetical protein
LFT_02054	CDS	441				hypothetical protein
LFT_02055	CDS	1230				hypothetical protein
LFT_02056	CDS	225				hypothetical protein
LFT_02057	CDS	855				hypothetical protein
LFT_02058	CDS	705	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
LFT_02059	CDS	930				hypothetical protein
LFT_02060	CDS	225				hypothetical protein
LFT_02061	CDS	195				hypothetical protein
LFT_02062	CDS	1086				hypothetical protein
LFT_02063	CDS	1908				hypothetical protein
LFT_02064	CDS	1719				hypothetical protein
LFT_02065	CDS	1236				hypothetical protein
LFT_02066	CDS	528				hypothetical protein
LFT_02067	CDS	1449				hypothetical protein
LFT_02068	CDS	375				hypothetical protein
LFT_02069	CDS	999	ptlH		COG0630	Type IV secretion system protein PtlH
LFT_02070	CDS	330				hypothetical protein
LFT_02071	CDS	336				hypothetical protein
LFT_02072	CDS	2514	virB4		COG3451	Type IV secretion system protein virB4
LFT_02073	CDS	1026				hypothetical protein
LFT_02074	CDS	1749				hypothetical protein
LFT_02075	CDS	675				hypothetical protein
LFT_02076	CDS	1077				hypothetical protein
LFT_02077	CDS	2013				hypothetical protein
LFT_02078	CDS	273				hypothetical protein
LFT_02079	CDS	606				hypothetical protein
LFT_02080	CDS	2400				hypothetical protein
LFT_02081	CDS	195				hypothetical protein
LFT_02082	CDS	351	icd_1	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
LFT_02083	CDS	1011	icd_2	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
LFT_02084	CDS	1005				hypothetical protein
LFT_02085	CDS	1416	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
LFT_02086	CDS	804	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
LFT_02087	CDS	1017	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
LFT_02088	CDS	327				hypothetical protein
LFT_02089	CDS	447				hypothetical protein
LFT_02090	CDS	387				hypothetical protein
LFT_02091	CDS	255				hypothetical protein
LFT_02092	CDS	411				hypothetical protein
LFT_02093	CDS	783	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
LFT_02094	CDS	1092	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
LFT_02095	CDS	540	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
LFT_02096	CDS	606	tpm	2.1.1.67		Thiopurine S-methyltransferase
LFT_02097	CDS	447				hypothetical protein
LFT_02098	CDS	864				hypothetical protein
LFT_02099	CDS	1119	dnaJ_3		COG0484	Chaperone protein DnaJ
LFT_02100	CDS	1923	dnaK			Chaperone protein DnaK
LFT_02101	CDS	570	grpE			Protein GrpE
LFT_02102	CDS	1059	hrcA		COG1420	Heat-inducible transcription repressor HrcA
LFT_02103	CDS	1623	farB_1			Fatty acid resistance protein FarB
LFT_02104	CDS	993	emrK		COG1566	putative multidrug resistance protein EmrK
LFT_02105	CDS	1395	tolC_2		COG1538	Outer membrane protein TolC
LFT_02106	CDS	1584	farB_2			Fatty acid resistance protein FarB
LFT_02107	CDS	501				hypothetical protein
LFT_02108	CDS	513				hypothetical protein
LFT_02109	CDS	603	pcrC			Perchlorate reductase subunit gamma
LFT_02110	CDS	696	betI			HTH-type transcriptional regulator BetI
LFT_02111	CDS	252				hypothetical protein
LFT_02112	CDS	909	fdhE			Protein FdhE
LFT_02113	CDS	2289	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
LFT_02114	CDS	1650	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
LFT_02115	CDS	966	secF		COG0341	Protein translocase subunit SecF
LFT_02116	CDS	1575	secD		COG0342	Protein translocase subunit SecD
LFT_02117	CDS	291				hypothetical protein
LFT_02118	CDS	1137	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LFT_02119	CDS	1788	argS	6.1.1.19		Arginine--tRNA ligase
LFT_02120	CDS	1038	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LFT_02121	CDS	2442	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
LFT_02122	CDS	999				hypothetical protein
LFT_02123	CDS	969				hypothetical protein
LFT_02124	CDS	1068	xerC_6			Tyrosine recombinase XerC
LFT_02125	CDS	312				hypothetical protein
LFT_02126	CDS	204				hypothetical protein
LFT_02127	CDS	429				hypothetical protein
LFT_02128	CDS	1443				hypothetical protein
LFT_02129	CDS	1260	cusB_3			Cation efflux system protein CusB
LFT_02130	CDS	966	cusA_1		COG3696	Cation efflux system protein CusA
LFT_02131	CDS	2244	cusA_2		COG3696	Cation efflux system protein CusA
LFT_02132	CDS	399				hypothetical protein
LFT_02133	CDS	177				hypothetical protein
LFT_02134	CDS	390				hypothetical protein
LFT_02135	CDS	372				hypothetical protein
LFT_02136	CDS	2931	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
LFT_02137	CDS	648				hypothetical protein
LFT_02138	CDS	729				hypothetical protein
LFT_02139	CDS	384				hypothetical protein
LFT_02140	CDS	1353				hypothetical protein
LFT_02141	CDS	1071				hypothetical protein
LFT_02142	tRNA	75				tRNA-Thr(cgt)
LFT_02143	CDS	1008				hypothetical protein
LFT_02144	CDS	258				hypothetical protein
LFT_02145	CDS	621				hypothetical protein
LFT_02146	CDS	765	cpoB_4			Cell division coordinator CpoB
LFT_02147	CDS	942	RBKS	2.7.1.15		Ribokinase
LFT_02148	CDS	903	MTAP	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
LFT_02149	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LFT_02150	CDS	1905	mutL			DNA mismatch repair protein MutL
LFT_02151	CDS	825	cpoB_5			Cell division coordinator CpoB
LFT_02152	CDS	1344	tolB_2			Tol-Pal system protein TolB
LFT_02153	CDS	837				hypothetical protein
LFT_02154	CDS	447	exbD		COG0848	Biopolymer transport protein ExbD
LFT_02155	CDS	672	tolQ_3		COG0811	Tol-Pal system protein TolQ
LFT_02156	tRNA	77				tRNA-Asp(gtc)
LFT_02157	tRNA	76				tRNA-Val(tac)
LFT_02158	CDS	522				hypothetical protein
LFT_02159	CDS	450	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
LFT_02160	CDS	405				hypothetical protein
LFT_02161	CDS	783				hypothetical protein
LFT_02162	CDS	372				hypothetical protein
LFT_02163	CDS	1266				hypothetical protein
LFT_02164	CDS	1095	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
LFT_02165	CDS	207				hypothetical protein
LFT_02166	CDS	348	aroK	2.7.1.71		Shikimate kinase
LFT_02167	CDS	1206	aroC	4.2.3.5	COG0082	Chorismate synthase
LFT_02168	CDS	564				hypothetical protein
LFT_02169	CDS	867				Nucleotide-binding protein
LFT_02170	CDS	531	hpf			Ribosome hibernation promotion factor
LFT_02171	CDS	1461	rpoN		COG1508	RNA polymerase sigma-54 factor
LFT_02172	CDS	747	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LFT_02173	CDS	639	lptA			Lipopolysaccharide export system protein LptA
LFT_02174	CDS	588				hypothetical protein
LFT_02175	CDS	963	mdh	1.1.1.37	COG0039	Malate dehydrogenase
LFT_02176	CDS	1374				hypothetical protein
LFT_02177	CDS	990	emrA			Colistin resistance protein EmrA
LFT_02178	misc_RNA	75				Fluoride
LFT_02179	CDS	1218				IS256 family transposase ISPeth3
LFT_02180	CDS	4350				hypothetical protein
LFT_02181	CDS	183				hypothetical protein
LFT_02182	CDS	780	coaX	2.7.1.33		Type III pantothenate kinase
LFT_02183	CDS	768	birA	6.3.4.15		Bifunctional ligase/repressor BirA
LFT_02184	CDS	324	nadC_1	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
LFT_02185	CDS	522	nadC_2	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
LFT_02186	CDS	2715	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LFT_02187	CDS	1026	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
LFT_02188	CDS	516	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
LFT_02189	CDS	285				hypothetical protein
LFT_02190	CDS	2676	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LFT_02191	CDS	1083	recA		COG0468	Protein RecA
LFT_02192	CDS	543	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
LFT_02193	CDS	735				hypothetical protein
LFT_02194	CDS	615				hypothetical protein
LFT_02195	CDS	2223				hypothetical protein
LFT_02196	CDS	465	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
LFT_02197	CDS	231				hypothetical protein
LFT_02198	CDS	597	speE	2.5.1.104	COG0421	Polyamine aminopropyltransferase
LFT_02199	CDS	1470	speA	4.1.1.19	COG1982	Arginine decarboxylase
LFT_02200	CDS	2748				hypothetical protein
LFT_02201	CDS	1695	recN		COG0497	DNA repair protein RecN
LFT_02202	CDS	333	trxA		COG0526	Thioredoxin
LFT_02203	CDS	1626	groL		COG0459	60 kDa chaperonin
LFT_02204	CDS	264	groS1		COG0234	10 kDa chaperonin 1
LFT_02205	CDS	1320				hypothetical protein
LFT_02206	CDS	1197				hypothetical protein
LFT_02207	CDS	906				hypothetical protein
LFT_02208	CDS	687	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LFT_02209	CDS	357				hypothetical protein
LFT_02210	CDS	726	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
LFT_02211	CDS	231				hypothetical protein
LFT_02212	CDS	246	rpsP		COG0228	30S ribosomal protein S16
LFT_02213	CDS	1335	ffh		COG0541	Signal recognition particle protein
